codUsuario,contrasena,primerNombre,segundoNombre ,apellidoPaterno ,apellidoMaterno ,fechaNacimiento,correoUsuario,telefono
75,"fM29,|SVG1XK+=",Wheeler,Nikolas,Voice,Iddins,03/06/2003,niddins22@independent.co.uk,936966973
76,"vI84,WI@&H",Ruprecht,Hadley,Varvara,Langwade,01/06/2002,hlangwade23@bloomberg.com,901397485
77,pC98($q({14,Wildon,Timmie,Jedrys,Dyter,10/19/2001,tdyter24@meetup.com,926725368
78,rT22>d<d36_,Gav,Kippy,Strafford,Bownes,09/02/2000,kbownes25@globo.com,979322676
79,eY01?$q#84a9t,Hallsy,Raddy,Punch,Sawley,02/26/2003,rsawley26@washingtonpost.com,941694527
80,iL94{5lV!Bj,Fraser,Correy,Casella,Kirtley,07/12/2001,ckirtley27@businessinsider.com,945938586
81,lP38&yO>Y,Julius,Claude,Enderlein,Merrell,11/16/2001,cmerrell28@sitemeter.com,915215147
82,oQ18@OL7,Ezmeralda,Zonnya,Fratczak,Rigolle,03/23/2001,zrigolle29@aol.com,961931001
83,"kR27`""Nv.5",Zackariah,Laurens,Lockton,Leese,01/26/2003,lleese2a@si.edu,926858725
84,"kX80""X`duurBw",Curr,Robina,Dunkersley,Goldhawk,08/26/2001,rgoldhawk2b@nsw.gov.au,954253931
85,gJ87\P&=,Shep,Case,Gillingwater,Stainton,03/08/2002,cstainton2c@histats.com,957798633
86,"vN58=<gFkc,c",Romy,Goraud,Loren,Kassidy,05/28/2002,gkassidy2d@deliciousdays.com,975896263
87,zN83!r)(Jp\C,Wilone,Patrizia,Hawkswood,Affuso,06/26/2002,paffuso2e@1und1.de,940804544
88,"pK37,*H`D",Eduard,Jacenta,Blaxton,Arnald,10/08/2002,jarnald2f@comcast.net,951907772
89,gK16}XB4C,Bernie,Catie,Found,Jeste,05/28/2003,cjeste2g@stanford.edu,937115500
90,pJ41/8>VXMe,Sylvan,Korie,Ayrton,Pollock,06/27/2001,kpollock2h@utexas.edu,952609063
91,sH49+3sDw+EBo#,Lurette,Roderigo,Coltart,Conquest,07/06/2000,rconquest2i@bluehost.com,953572565
92,tN04$(#|d>,Kort,Kennan,Attenbrough,Skillitt,10/11/2001,kskillitt2j@merriam-webster.com,985507330
93,tC46&bAHJm@H',Millie,Loella,Tempest,Medd,05/10/2003,lmedd2k@cyberchimps.com,963627052
94,"dR07=kZ}X""eic",Leanor,Jolynn,Owttrim,Furmagier,12/03/2000,jfurmagier2l@pcworld.com,934298661
95,oB30%hzTNt,Freida,Bordy,Weight,Saberton,09/30/2000,bsaberton2m@studiopress.com,959452998
96,"rW31.""5B""v5<I",Chelsy,Irma,Bisatt,Duhig,05/17/2001,iduhig2n@cbsnews.com,907624651
97,nY63{cg,Maritsa,Renata,Slayny,Maudling,06/03/2002,rmaudling2o@engadget.com,962121649
98,nF74~Xk!VXfgdk,Dalila,Joy,Grishkov,Dracksford,10/05/2000,jdracksford2p@icq.com,924342015
99,uA20$8_0L69AxH,Toby,Omar,Pettifer,Gammet,04/12/2001,ogammet2q@cloudflare.com,953250344
100,jY12{!{W,Alicea,Terencio,Donne,Biasioli,09/03/2000,tbiasioli2r@tripod.com,976624168
101,yT76{&)qDYiC,Lynnea,Nanine,Kesterton,Burchess,12/11/2001,nburchess2s@nsw.gov.au,933944480
102,vG14!w$xMSDLk,Lynnette,Pail,Cohr,Schubart,11/17/2002,pschubart2t@home.pl,974931821
103,bZ44%C|43IVu,Annis,Javier,Meeks,McSparran,01/13/2003,jmcsparran2u@reference.com,986311688
104,nO59<Ou'+'7o7P,Darda,Francklin,Kunert,Corck,07/27/2001,fcorck2v@tripod.com,941659671
105,oZ69'Lt~,Courtney,Bonny,Eusden,Secombe,07/13/2001,bsecombe2w@privacy.gov.au,969385502
106,cD65~YGUr=,Carmel,Berget,Lubman,Revitt,01/15/2002,brevitt2x@reuters.com,980420383
107,"lI63,+""QQPy5@",Tove,Alphonso,MacNeish,Cissen,07/30/2001,acissen2y@yelp.com,994402536
108,mK73}qn,Marlane,Juana,Reaman,Pentony,10/17/2000,jpentony2z@instagram.com,995854377
109,mT37@~})9puF,Ennis,Marshal,Plews,Foss,07/25/2000,mfoss30@typepad.com,957896397
110,"cH67>}T{7.ko""",Joanna,Zorine,Connors,Trude,06/10/2003,ztrude31@zdnet.com,958835149
111,cQ00{FZ.rR,Huntley,Germain,Cockayne,Blackleech,05/21/2002,gblackleech32@hostgator.com,975432399
112,"zD15?&<""QD",Audy,Saunders,Cianelli,Birkmyre,12/31/2002,sbirkmyre33@elegantthemes.com,954346032
113,wT47(/i?u}g+.,Brit,Kariotta,Wormell,Vaen,03/15/2002,kvaen34@apple.com,954016404
114,cR04(ZajFD&yF),Claudelle,Ferdinand,Bugg,Dyshart,10/29/2000,fdyshart35@netvibes.com,907576565
115,eW34'@nsZJvhsQ,Agosto,Tamera,Labba,Deporte,05/23/2002,tdeporte36@bluehost.com,999523928
116,sC58\Qz{Lk,Erminia,Cathee,Getch,Snowding,10/25/2001,csnowding37@xinhuanet.com,992227542
117,kQ79}wKT,Wesley,Whitney,Felkin,Moult,03/11/2003,wmoult38@utexas.edu,970077800
118,dG86}gM/cEb?y_,Stoddard,Birgitta,Foster-Smith,Birkenhead,09/19/2001,bbirkenhead39@slideshare.net,993089501
119,vD66*eVSHyO,Consalve,Delinda,Salvador,Esmead,06/02/2002,desmead3a@is.gd,948337144
120,"uK10`,%m0RJ",Josiah,Helenka,Aronow,Ellar,05/29/2002,hellar3b@yandex.ru,910116605
121,gN16$T<,Eddi,Karena,Adamolli,Ovens,10/21/2001,kovens3c@about.me,906304742
122,"zG27""`PpFaLZ",Luce,Hugo,Cutriss,Seaman,03/08/2001,hseaman3d@accuweather.com,993990167
123,hA81=xo@>KhE0,Philomena,Christan,Zambon,Pavlitschek,12/23/2001,cpavlitschek3e@google.es,947998936
124,uZ86&=nWUkx((,Issi,Sherwynd,Vakhlov,Kennaway,07/10/2000,skennaway3f@linkedin.com,930291390
125,cN88<l`%kG,Udale,Bernice,Vamplers,Hobbing,06/10/2001,bhobbing3g@icq.com,977114591
126,"tE35,(`p$\+Po7",Morgana,Allard,Dutt,Wimp,04/02/2003,awimp3h@webeden.co.uk,920101221
127,pY76\~cq,Keely,Bette-ann,Edmand,Enbury,12/11/2002,benbury3i@yahoo.co.jp,982293492
128,cA45*hu#f?!D,Walsh,Ely,Tuson,Hawick,09/08/2001,ehawick3j@jigsy.com,934927452
129,tS31{#HW{u9,Hanna,Candie,Rudge,Aslum,07/20/2001,caslum3k@cloudflare.com,905246171
130,"iG58(/o@Vy""$",Lisa,Conway,Seville,Cunningham,12/23/2000,ccunningham3l@berkeley.edu,906021923
131,jG34|!hi,Frasier,Amelia,Yakovliv,Tillett,12/26/2002,atillett3m@clickbank.net,958188945
132,eJ30_mDU_|YU,Morton,Wynne,Simmon,Oldcroft,04/24/2002,woldcroft3n@lycos.com,951917047
133,bO95\#nF6?O2,Cynthy,Tremayne,Taggart,Whitehall,06/03/2003,twhitehall3o@jugem.jp,955779329
134,xG21{U0_\D#9,Alexi,Stu,Gerdts,Layfield,01/30/2001,slayfield3p@sfgate.com,985987770
135,hH93(WO,Dorian,Dara,Neising,Eplate,12/06/2001,deplate3q@pagesperso-orange.fr,988910859
136,gZ45\i1M2!,Elberta,Gordon,Michurin,Johnigan,12/23/2001,gjohnigan3r@google.ru,941459651
137,zS77!'f,Lanette,Coretta,Hewes,Marchment,03/25/2003,cmarchment3s@ycombinator.com,949698502
138,hR07|>I9,Horton,Valeria,Burnes,Shrimpling,11/26/2000,vshrimpling3t@ucoz.com,937717057
139,dM98=o/p,Angelle,Nicolina,Hailwood,Varns,11/01/2001,nvarns3u@oaic.gov.au,925848321
140,"dU57/R,",Chicky,Pembroke,Habbon,O'Keevan,09/30/2000,pokeevan3v@sfgate.com,959825316
141,bX44&21e<#&CQ+,Sara,Cassondra,MacDonough,McCambrois,10/14/2000,cmccambrois3w@chronoengine.com,902848100
142,tG74+!Mqr9%6,Marlo,Juliann,Knocker,Parrett,10/28/2002,jparrett3x@ehow.com,942405259
143,"nB85""UsTMVD+O#",Elna,Abbe,Killen,Goodliff,09/18/2000,agoodliff3y@simplemachines.org,970757693
144,sT80?A'8FC{<0b,Travis,Harriet,Fazackerley,Coultish,07/31/2002,hcoultish3z@bloomberg.com,906553773
145,"qK74~!#\+P*h,(",Oren,Prinz,Ladloe,McComiskey,11/30/2002,pmccomiskey40@craigslist.org,955733556
146,sK43}o`z$<9(U,Zechariah,Fayina,Kauffman,Dines,03/02/2003,fdines41@ox.ac.uk,966829439
147,dK88#4z2MMa4,Camile,Antoinette,Frank,Haug,09/13/2000,ahaug42@cbslocal.com,928660663
148,"hA68$e2!(0g""",Arden,Derrik,Clements,Cella,12/15/2000,dcella43@who.int,948359397
149,"kI62,5c/H",Wayland,Pegeen,Chewter,Giacobazzi,06/10/2001,pgiacobazzi44@discovery.com,935568325
150,wK73|X9v,Hermann,Linc,Charpin,Sleath,05/22/2003,lsleath45@buzzfeed.com,996307842
151,qB71(8!g+h,Maximilian,Amery,Lindeberg,Stagg,05/11/2001,astagg46@fotki.com,932186921
152,"iU20,?cD",Nerissa,Elyssa,Maxstead,Padden,08/07/2000,epadden47@topsy.com,970172131
153,gT01))Ozs,Ewell,Eugenius,Longland,Hawker,12/02/2000,ehawker48@pcworld.com,925714292
154,"dF05""!I|GtGH?'",Kelsy,Rosanna,Kavanagh,Jorez,10/29/2002,rjorez49@storify.com,952325492
155,"oZ79})U""qV",Angelle,Creight,Abson,Tiner,10/22/2000,ctiner4a@yolasite.com,944790061
156,"aR47<M&.Q""",Glenn,Guillermo,Jurick,Grint,02/23/2003,ggrint4b@imdb.com,996753925
157,fT34*3H,Tome,Nikita,Thomsen,Vyse,10/27/2000,nvyse4c@cbsnews.com,957838562
158,eW47<0n/ADW|W,Gunner,Jelene,Verrechia,Cleary,05/21/2001,jcleary4d@issuu.com,963278086
159,qM97/h&t,Honey,Neron,Fockes,Olivet,11/14/2002,nolivet4e@xinhuanet.com,931082270
160,oI10_g#H,Bryanty,Byram,Cosans,Francecione,06/20/2003,bfrancecione4f@amazonaws.com,958835129
161,rG30)%=,Dario,Lila,Baggiani,Sleep,09/11/2002,lsleep4g@google.cn,931348589
162,tE20$UDcbt&,Zorine,Gladi,Skill,Ratazzi,05/10/2003,gratazzi4h@cpanel.net,915806423
163,tE05|bx!*Pjfh,Ivan,Anneliese,Gail,Loxdale,03/19/2001,aloxdale4i@ebay.co.uk,991273040
164,xY75@=.,Maryrose,Benito,Dikels,Agate,06/24/2002,bagate4j@google.fr,910494897
165,dU13`5YAZMkQK,Kelley,Stoddard,Egre,Gorusso,06/07/2002,sgorusso4k@issuu.com,910282476
166,qV92$|`TPVog?,Rad,Jarvis,Parkyns,Sandwich,10/31/2001,jsandwich4l@java.com,925362960
167,jQ80?{eeXvSGp,Gwenore,Caressa,Parnham,Stidson,11/18/2000,cstidson4m@cargocollective.com,923502091
168,qU18@01v1Kra,Ebenezer,Omero,Franciotti,Dudgeon,06/04/2001,odudgeon4n@blogs.com,936158917
169,xP94=#7,Ibrahim,Bartholomeus,Hindes,Tille,03/24/2003,btille4o@com.com,965998221
170,fB43%xRC,Ilka,Suzann,Willoughby,Bagot,03/02/2002,sbagot4p@simplemachines.org,940674599
171,"tJ63)_""CtA1Z",Elden,Muriel,Attenbrow,Scheffel,01/13/2002,mscheffel4q@rediff.com,992985764
172,sE40\vI,Cordey,Nicolai,Danher,Provis,12/24/2002,nprovis4r@baidu.com,933092701
173,eS27#_Y,Isobel,Tucky,Haseley,Cheverton,01/24/2003,tcheverton4s@domainmarket.com,914408124
174,yJ46+{2XJ,Melony,Jacqui,Jeeks,MacIlwrick,09/15/2000,jmacilwrick4t@google.ca,919659537
175,"vO31""yQy>`\|E+",Cristiano,Layton,Broek,Duester,12/17/2001,lduester4u@loc.gov,958448318
176,"aU54|P?mBY(""R\",Joela,Kermie,Yeaman,Stickney,04/15/2003,kstickney4v@guardian.co.uk,957557428
177,aM20!<h@u),Allayne,Trixie,Tansley,Daulby,04/06/2002,tdaulby4w@xrea.com,922087753
178,"sY84,I4T",Patrizius,Hyman,Durling,Riccione,12/29/2001,hriccione4x@vistaprint.com,990805334
179,zW41){<Y,Irving,Pennie,Haward,Swinyard,08/05/2002,pswinyard4y@army.mil,904692986
180,yD97%!%vPn5,Mayne,Orin,Peinton,Redmile,09/19/2001,oredmile4z@discovery.com,956884618
181,wM78$S}|zo_oM),Neel,Gaby,Rudiger,Whymark,05/31/2001,gwhymark50@google.fr,942835448
182,jQ07|_{tj,Barn,Gonzalo,Meekins,Ferebee,08/17/2000,gferebee51@dailymail.co.uk,906528698
183,"qX88""\s7sRxd(.",Martie,Walsh,Hansard,Zannuto,08/29/2000,wzannuto52@google.ca,999239895
184,uI33\Q2Jy1GP,Nefen,Charisse,Callan,Romans,01/07/2001,cromans53@e-recht24.de,919941957
185,hD94)?My,Faye,Sallyann,Simmell,McGinnis,08/24/2000,smcginnis54@admin.ch,982253663
186,rR98(Y>,Dick,Rosaline,Enstone,Radish,01/11/2003,rradish55@joomla.org,996148964
187,gB04+Zv@<m/(,Corabelle,Michaelina,Pymer,Stops,02/09/2001,mstops56@oaic.gov.au,998066025
188,"iY74&JnOe""%\Qr",Hastings,Cherye,Rehme,Brayne,10/09/2000,cbrayne57@mit.edu,942691119
189,xV79=dRdO%C|,Phaedra,Trixy,Dietmar,Wayne,03/11/2001,twayne58@oakley.com,991812449
190,qS65%L3GTWk,Peggie,Heath,Guinness,Sheraton,01/31/2003,hsheraton59@e-recht24.de,966881036
191,kV05%x(n9\{B2%,Ami,Dania,Morfield,Beardsdale,04/22/2001,dbeardsdale5a@answers.com,949435122
192,oI85.v!~,Althea,Kerrill,Krzysztofiak,Cokly,06/09/2003,kcokly5b@samsung.com,977950782
193,sG39#kv=,Julissa,Rorie,Alaway,O' Neligan,10/31/2002,roneligan5c@apache.org,981456622
194,cR96|.BRt,Kellen,Bobinette,Creaser,Boullen,02/26/2001,bboullen5d@nih.gov,949742384
195,cM39)s._SHAV,Pippo,Rod,Dimmock,Martusov,11/15/2000,rmartusov5e@ehow.com,982139187
196,"aE72&3i<,{VaR",Thaddus,Kenny,McEnery,Gemnett,05/18/2003,kgemnett5f@godaddy.com,988270228
197,sE10|JC2KUa2,Elroy,Jill,Sisson,Svanetti,11/07/2000,jsvanetti5g@microsoft.com,914343993
198,bD72`c4W,Michel,Nydia,Bodemeaid,Stirrup,10/20/2002,nstirrup5h@cdbaby.com,993690944
199,eM40!O7$CJkH!2,Junia,Ware,Charters,Dilloway,02/04/2003,wdilloway5i@examiner.com,916194799
200,bT28<1U?$jg,Marshal,Kalil,Swiers,Scarasbrick,08/19/2002,kscarasbrick5j@discuz.net,916624066
201,hK69+SjU=wq,Farlay,Babbie,Pevsner,Frankish,06/14/2002,bfrankish5k@ucoz.ru,939113531
202,eX31!)Ae8,Roseline,Hayes,Matschuk,Ioselevich,06/03/2003,hioselevich5l@cam.ac.uk,997727614
203,bQ67'$y_6sAn,Pavia,Naomi,Stuchbery,Aitchinson,02/12/2002,naitchinson5m@g.co,985749379
204,qR87|<<W38,Odella,David,Gentil,Freeborn,08/04/2002,dfreeborn5n@drupal.org,947482601
205,oQ96/`8,Marlena,Gerianne,Slimon,Bemand,07/05/2001,gbemand5o@tinypic.com,956778600
206,zE32&5OIgU,Ebony,Vivi,Deeming,Pestor,11/11/2001,vpestor5p@telegraph.co.uk,978315214
207,nO06<<yO1a@5Ls,Mattias,Prudy,Pennoni,Caban,07/31/2002,pcaban5q@homestead.com,919552540
208,"sG88%s=!>2Mg.""",Haleigh,Tamar,Jenny,Lewry,12/28/2001,tlewry5r@wikipedia.org,984362046
209,dF96#iD)V,Fern,Annelise,Attock,Mose,04/09/2002,amose5s@kickstarter.com,940254830
210,iS06\nOO6+5n>`,Dene,Guglielmo,Wastie,Rylatt,11/26/2001,grylatt5t@yelp.com,931456847
211,fZ16+k\se,Freddy,Tully,Pesic,Cottrell,07/09/2001,tcottrell5u@statcounter.com,945946111
212,fT91\su8=tax&,Luther,Reina,Beavington,Yokel,08/02/2002,ryokel5v@topsy.com,922291904
213,vX42(*9A8',Jodi,Umberto,Gebbie,Newbery,10/02/2000,unewbery5w@ning.com,919717961
214,vI81_EI)I!0,Kylie,Lind,Cretney,Saladine,06/16/2001,lsaladine5x@smugmug.com,964915479
215,bJ71|9V,Lonny,Corty,Golly,Peeke,07/20/2001,cpeeke5y@pen.io,959757071
216,bU49*Bh,Kayle,Holt,Joesbury,Slocomb,10/31/2001,hslocomb5z@booking.com,978818658
217,dW95')VCy`pZ,Hettie,Lanna,Chatenier,Conahy,04/29/2003,lconahy60@state.gov,947690357
218,"zJ52""0I(Wt",Ardelle,Nike,Tuff,Beacham,02/09/2002,nbeacham61@ezinearticles.com,972210301
219,jW82$noOlg,Orlan,Roosevelt,Gostage,Paylor,05/12/2001,rpaylor62@github.com,959177757
220,pR34}Ug6!(Q,Willa,Wallache,Lohering,Maplesden,01/15/2001,wmaplesden63@desdev.cn,905578031
221,"dK44+'4dLx6<""",Carmine,Aldus,Izakovitz,Gourdon,04/23/2001,agourdon64@jiathis.com,924261966
222,uO64(Pt4hf'%,Evangelin,Vassili,McGilben,Fintoph,01/19/2003,vfintoph65@mashable.com,906412395
223,mT50*|Iai,Blakelee,Ella,Sansun,Lamburn,03/15/2002,elamburn66@flickr.com,953635744
224,xB28/?$,Shane,Teirtza,O'Malley,Coyte,08/04/2001,tcoyte67@salon.com,965791162
225,fI76(`#(PZS`{N,Evangeline,Sonny,White,Heymes,05/03/2003,sheymes68@engadget.com,951708263
226,sC08_p}e7Nv2,Alanah,Sarajane,Patroni,Rassell,11/09/2002,srassell69@boston.com,968876527
227,"qH90)!,K{z",Shaylynn,Neila,Pascho,Dillaway,12/12/2000,ndillaway6a@wp.com,962463563
228,gJ55#?cNgm\dY,Garrot,Iorgos,Woof,Jansik,10/10/2000,ijansik6b@blogtalkradio.com,938109329
229,"mS14""Qt&/,",Maritsa,Amie,Look,McMichan,03/12/2003,amcmichan6c@drupal.org,985505820
230,vM42_we,Clemmie,Elton,Elsip,Vedeshkin,11/30/2002,evedeshkin6d@odnoklassniki.ru,971383961
231,"aL06{o""~r>8N~",Karleen,Ainslee,Sweetsur,Mussotti,02/21/2003,amussotti6e@zdnet.com,954011097
232,wO42|mtqj5st,Myer,Millisent,Stibbs,Mitcheson,02/03/2001,mmitcheson6f@twitpic.com,912764043
233,"fV69(,=N~U}w",Dorris,Harrison,Syms,Langelay,05/29/2001,hlangelay6g@wiley.com,942030437
234,jN37/CB,Babbette,Darn,Brader,Von Der Empten,09/05/2001,dvonderempten6h@eventbrite.com,964711298
235,tY19?_c,Nicolette,Hartley,Skynner,Proppers,09/08/2002,hproppers6i@latimes.com,993186167
236,pO95'8r,Chere,Yurik,Irving,Manna,09/08/2002,ymanna6j@discuz.net,901810936
237,"xY39@""lawt&nwO",Conchita,Blanch,Spata,Shilling,04/13/2002,bshilling6k@indiatimes.com,915201010
